Batch_ID,Plant_City,Production_Line,Machine_ID,Product_Category,SKU,Shift,Supervisor_ID,Batch_Start,Batch_End,Planned_Output_Units,Actual_Output_Units,Good_Units,Rework_Units,Scrap_Units,Scrap_Reason,Downtime_Minutes,Downtime_Reason,Energy_kWh,Water_Liters,Unit_Weight_kg,Material_Input_kg,Output_kg,Yield_pct,QA_Score,QA_Result,Ambient_Temp_C,Humidity_pct,Supplier,Raw_Material_Lot,Maintenance_Flag
BAT-105956,Chennai,CH-04,MC-CH-04-2,PersonalCare,Shampoo_250ml,C,SUP-CH-90,2024-10-26 02:45:00,2024-10-26 04:55:00,3389.0,2722.0,2551.0,55.0,116.0,Label Misprint,29.0,Operator Reset,363.8,10244.0,0.28,779.13,729.68,93.65,82.4,Conditional Pass,29.7,62.6,HerbalEssence Supply,PSC-2410-71682,No
BAT-105465,Chennai,CH-02,MC-CH-02-4,PersonalCare,SOAP_100G,C,SUP-CH-83,2024-10-26 05:30:00,2024-10-26 06:53:00,1325.0,1250.0,1205.0,13.0,32.0,Label Misprint,0.0,No Downtime,423.8,4807.0,0.11,140.09,133.98,95.64,91.8,Pass,29.1,81.9,AromaLabs,PSC-2410-44469,No
BAT-104928,Hyderabad,HY-01,MC-HY-01-3,Dairy,Milk_1L,C,SUP-HY-43,2024-10-26 07:00:00,2024-10-26 08:45:00,2705.0,2729.0,2638.0,27.0,64.0,Damaged Pack,0.0,No Downtime,386.0,10852.0,1.03,2918.07,2744.95,94.07,94.4,Pass,27.1,49.1, FreshFarm Dairies ,DRY-2410-94443,No
BAT-102400,Bengaluru,BL-02,MC-BL-02-6,Dairy,Yogurt_150g,A,SUP-BE-13,2024-10-26 10:30:00,2024-10-26 11:39:00,1234.0,1182.0,1115.0,32.0,35.0,Damaged Pack,0.0,No Downtime,232.0,,0.165,200.74,189.25,94.28,93.1,Pass,27.1,57.6,FreshFarm Dairies,DRY-2410-44854,No
BAT-105250,Pune,PN-01,MC-PN-01-1,Beverages,SparklingWater_500ml,A,SUP-PU-77,2024-10-26 12:45:00,2024-10-26 14:34:00,3613.0,2903.0,2746.0,59.0,98.0,Seal Failure,21.0,Planned Cleaning,468.3,10729.0,0.52,1551.89,,93.99,82.9,Conditional Pass,31.4,58.0,TeaLeaf Traders,BEV-2410-20296,No
BAT-106492,Bengaluru,BL-02,MC-BL-02-5,Dairy,Milk_1L, A ,SUP-BE-72,2024-10-26 14:30:00,2024-10-26 16:19:00,2843.0,2604.0,2482.0,50.0,72.0,Contamination Risk,0.0,No Downtime,780.2,9167.0,,2839.67,2607.96,91.84,92.1,Pass,27.8,43.7,FreshFarm Dairies,DRY-2410-27143,No
BAT-107035,Bengaluru,BL-03,MC-BL-03-1,Snacks,Chips_50g,A,SUP-BE-17,2024-10-26 15:00:00,2024-10-26 15:52:00,1933.0,1864.0,1786.0,20.0,58.0,Damaged Pack,0.0,No Downtime,255.3,3380.0,0.055,107.4,99.33,,88.3,Conditional Pass,25.8,56.4,SpiceRoute Foods,SNK-2410-82454,No
BAT-102795,Pune,PN-02,MC-PN-02-1,HomeCare, Dishwash_500ml ,B,SUP-PU-67,2024-10-26 19:45:00,2024-10-26 22:10:00,1891.0,1740.0,1681.0,14.0,45.0,DAMAGED PACK,13.0,Changeover,647.1,8277.0,0.56,987.97,949.2,96.08,89.6,Conditional Pass,26.8,46.1,ChemBlend Industries,HMC-2410-88800,No
BAT-107240,Hyderabad,HY-02,MC-HY-02-6,HomeCare,Detergent_1kg,B,SUP-HY-16, 2024-10-26 21:30:00 ,2024-10-27 00:00:00,3046.0,2395.0,2249.0,51.0,95.0,Overfill,33.0,Planned Cleaning,788.8,5751.0,1.02,2502.66,2346.0,93.74,80.5,Conditional Pass,27.1,43.9,ChemBlend Industries,HMC-2410-78369,No
BAT-102883,Chennai,CH-01,MC-CH-01-4,PersonalCare,Shampoo_250ml,B,SUP-CH-78,2024-10-26 21:45:00,2024-10-26 23:41:00,1895.0,1676.0,1586.0,30.0,60.0,Underfill,13.0,PLANNED CLEANING,626.1,5187.0,,478.93,452.48,94.48,84.5,Conditional Pass,31.4,67.4,HerbalEssence Supply,PSC-2410-46669,No
BAT-102830,Pune,PN-02,MC-PN-02-4,HomeCare,Detergent_1kg, B ,SUP-PU-98,2024-10-26 23:00:00,2024-10-27 00:16:00,1508.0,,921.0,10.0,32.0,Label Misprint,27.0,Planned Cleaning,176.8,5593.0,1.02,1020.2,949.62,93.08,82.8,Conditional Pass,27.9,41.1,ChemBlend Industries,HMC-2410-94527,No
BAT-101677,Chennai,CH-03,MC-CH-03-6,Beverages,SparklingWater_500ml,C,SUP-CH-20,2024-10-27 01:00:00,2024-10-27 02:58:00,2458.0,2317.0,2262.0,14.0,41.0,Seal Failure,0.0,No Downtime,772.6,6762.0,0.52,1231.49,1183.52,96.1,94.3,Pass,28.7,66.8,CitrusCo Ingredients,BEV-2410-15956,No
BAT-105683,Chennai,CH-02,MC-CH-02-3,PersonalCare,TOOTHPASTE_150G,A,SUP-CH-90,2024-10-27 08:30:00,2024-10-27 10:18:00,2781.0,2290.0,2169.0,39.0,82.0,Label Misprint,16.0,OPERATOR RESET,335.6,7025.0,0.19,443.49,419.52,94.6,86.3,Conditional Pass,29.0,80.9,HerbalEssence Supply,PSC-2410-46793,No
BAT-104286,Pune,PN-02,MC-PN-02-2,PersonalCare,Soap_100g,A,SUP-PU-97,2024-10-27 09:00:00,2024-10-27 09:56:00,1265.0,784.0,730.0,23.0,31.0,OVERFILL,22.0,Operator Reset,104.5,3227.0,0.11,88.7,82.83,93.38,78.2,Fail,28.9,57.1,AromaLabs,PSC-2410-99458, Yes 
 BAT-105389 ,Pune,PN-02,MC-PN-02-5,Dairy,Yogurt_150g,A,SUP-PU-86,2024-10-27 09:15:00,2024-10-27 11:01:00,1642.0,1376.0,1306.0,18.0,52.0,Weight Out of Spec,19.0,Changeover,386.5,12685.0,0.165,231.05,218.46,94.55,83.4,Conditional Pass,28.9,48.6,MilkyWay Co-op,DRY-2410-24923,No
BAT-100424,Bengaluru,BL-01,MC-BL-01-3,Beverages,SPARKLINGWATER_500ML,A,SUP-BE-89,2024-10-27 09:45:00,2024-10-27 10:48:00,1405.0,1383.0,1337.0,21.0,25.0,Contamination Risk,0.0,No Downtime,428.8,6867.0,0.52,736.92,706.16,95.83,93.8,Pass,24.6,54.0,TeaLeaf Traders,BEV-2410-86955,No
BAT-106884,Hyderabad,HY-01,MC-HY-01-5,Snacks,Cookies_200g,A,SUP-HY-76,2024-10-27 09:45:00,2024-10-27 10:29:00,1406.0,961.0,908.0,11.0,42.0,Contamination Risk,14.0,Operator Reset,137.6,2448.0,0.215,213.37,,92.6,81.3,Conditional Pass,27.0,52.7,CrunchWorks,SNK-2410-95232,No
BAT-106537,Hyderabad,HY-02,MC-HY-02-1,HomeCare,Dishwash_500ml,A,SUP-HY-90,2024-10-27 10:15:00,2024-10-27 12:03:00,,1011.0,961.0,22.0,28.0,OVERFILL,22.0,Sensor Calibration,329.3,5862.0,0.56,572.71,550.48,96.12,87.0,Conditional Pass,29.0,47.2,CHEMBLEND INDUSTRIES,HMC-2410-28879,Yes
BAT-105758,Chennai,CH-04,MC-CH-04-5,Beverages,SparklingWater_500ml,A,SUP-CH-30,2024-10-27 11:15:00,2024-10-27 13:02:00,3354.0,3277.0,3135.0,57.0,85.0,Contamination Risk,0.0,No Downtime,393.4,5952.0,,1769.34,1659.84,93.81,94.0,Pass,29.3,,CitrusCo Ingredients,BEV-2410-77059,No
BAT-106260,Pune,PN-01,MC-PN-01-2,PersonalCare,Toothpaste_150g,A,SUP-PU-20,2024-10-27 13:15:00,2024-10-27 15:26:00,2603.0,2605.0,2517.0,27.0,61.0,Overfill,0.0,No Downtime,614.0,4788.0,0.19,499.58,483.36,96.75,89.0,Conditional Pass,28.0,44.1,AromaLabs,PSC-2410-44450,No
BAT-100741,Bengaluru, BL-03 ,MC-BL-03-6,Dairy, Yogurt_150g ,A,SUP-BE-86,2024-10-27 14:45:00,2024-10-27 15:47:00,1600.0,1172.0,1116.0,14.0,42.0,Seal Failure,15.0,Mechanical Jam,150.1,7344.0,0.165,196.36,186.45,94.95,86.7,Conditional Pass,29.8,55.0,MilkyWay Co-op,DRY-2410-55164,No
BAT-106423,Hyderabad,HY-01,MC-HY-01-2,Beverages,Juice_1L,B,SUP-HY-60,2024-10-27 16:15:00,2024-10-27 18:24:00,4296.0,3013.0,2785.0,88.0,140.0,Contamination Risk,37.0,Changeover,427.5,13373.0,1.05,3262.58,3016.65,92.46,76.5,Fail,33.0,43.2,TeaLeaf Traders,BEV-2410-86406,Yes
BAT-101384,Hyderabad,HY-01,MC-HY-01-4,PersonalCare,Soap_100g,B,SUP-HY-27,2024-10-27 16:30:00,2024-10-27 17:38:00,844.0,849.0,823.0,10.0,16.0,Overfill,0.0,No Downtime,281.4,2367.0,0.11,95.2,91.63,96.25,93.0,Pass,27.9,50.5,CareChem Solutions,PSC-2410-39480,No
BAT-102577,Pune,PN-01,MC-PN-01-2,PersonalCare,Toothpaste_150g,B,SUP-PU-24,2024-10-27 17:15:00,2024-10-27 19:27:00,2881.0,2641.0,2516.0,52.0,73.0,Seal Failure,0.0,No Downtime,839.4,6070.0,0.19,520.18,487.92,93.8,90.2,Pass,26.1,47.9,HerbalEssence Supply,PSC-2410-95255,No
BAT-104724,Bengaluru,BL-02, MC-BL-02-4 ,Dairy,Yogurt_150g,B,SUP-BE-92,2024-10-27 17:30:00,2024-10-27 18:24:00,1341.0,1359.0,1286.0,38.0,,Label Misprint,0.0,No Downtime,247.3,4016.0,0.165,227.27,218.46,96.12,90.1,Pass,25.2,63.6,FreshFarm Dairies,DRY-2410-24853,No
BAT-101789,Hyderabad,HY-01,MC-HY-01-4,Dairy,Yogurt_150g,B,SUP-HY-28,2024-10-27 17:45:00,2024-10-27 18:57:00,1651.0,1196.0,1110.0,37.0,49.0,Label Misprint,21.0,Planned Cleaning,213.7,,0.165,204.25,189.25,92.66,78.3,Fail,27.2,44.0,MilkyWay Co-op,DRY-2410-76147,Yes
BAT-102602,Chennai,CH-03,MC-CH-03-5,PersonalCare,Shampoo_250ml,B,SUP-CH-43,2024-10-27 19:45:00,2024-10-27 21:45:00,2292.0,2274.0,2174.0,39.0,61.0,Weight Out of Spec,0.0,No Downtime,766.7,7463.0,0.28,659.47,619.64,93.96,89.2,Conditional Pass,35.2,74.2,AromaLabs,PSC-2410-73982, No 
BAT-102521,Chennai,CH-01,MC-CH-01-4,Beverages,RTD_Tea_250ml,B,SUP-CH-94,2024-10-27 20:45:00,2024-10-27 22:39:00,3282.0,3126.0,3036.0,38.0,52.0,Damaged Pack,0.0,No Downtime,434.5,8137.0,0.27,866.04,829.98,95.84,93.7,Pass,29.6,61.9,TeaLeaf Traders,BEV-2410-46595,No
BAT-105196,Pune,PN-02,MC-PN-02-3,Beverages,SparklingWater_500ml,C,SUP-PU-52,2024-10-28 04:00:00,2024-10-28 05:53:00,2935.0,2650.0,2496.0,80.0,74.0, Contamination Risk ,10.0,Operator Reset,626.0,6505.0,0.52,1432.71,1339.52,93.5,89.7,Conditional Pass,30.4,,CitrusCo Ingredients,BEV-2410-48029,No
BAT-103059,Chennai,CH-04,MC-CH-04-1,Beverages,SparklingWater_500ml,C,SUP-CH-23,2024-10-28 05:45:00,2024-10-28 07:07:00,1708.0,1651.0,1580.0,37.0,34.0,SEAL FAILURE,0.0,No Downtime,319.4,4996.0,0.52,892.3,840.84,94.23,, Pass ,31.2,65.4,CitrusCo Ingredients,BEV-2410-43280, No 
 BAT-107019 ,Hyderabad,HY-01,MC-HY-01-3,PersonalCare,Soap_100g,C,SUP-HY-91,2024-10-28 07:15:00,2024-10-28 09:12:00,2556.0,2486.0,2368.0,68.0,50.0,Overfill,0.0,No Downtime,465.0,6729.0,,283.01,267.96,94.68,93.3,Pass,30.9,56.0,CareChem Solutions,PSC-2410-82164,No
BAT-106762,Pune,PN-02,MC-PN-02-2,Beverages,RTD_Tea_250ml,A,SUP-PU-69,2024-10-28 10:15:00,2024-10-28 11:10:00,1262.0,1266.0,1220.0,19.0,27.0,Damaged Pack,0.0,No Downtime,260.4,4056.0,0.27,347.42,334.53,96.29,93.5,Pass,26.4,53.3,CITRUSCO INGREDIENTS,BEV-2410-82958,No
BAT-107081,Hyderabad,HY-01,MC-HY-01-1, Dairy ,Milk_1L,A,SUP-HY-11,2024-10-28 12:30:00,2024-10-28 14:16:00,2862.0,2652.0,2517.0,75.0,60.0,Overfill,0.0,NO DOWNTIME,560.2,12285.0,1.03,2840.3,2669.76,94.0,94.5,Pass,29.2,64.3,FreshFarm Dairies,DRY-2410-75281, No 
BAT-104130,PUNE,PN-01,MC-PN-01-2,DAIRY,Milk_1L,A,SUP-PU-32,2024-10-28 13:15:00,2024-10-28 14:13:00,1390.0,,1323.0,15.0,37.0,Damaged Pack,0.0,No Downtime,318.2,4196.0,1.03,1501.23,1378.14,91.8,91.0,Pass,26.9,60.9,MilkyWay Co-op,DRY-2410-22387,No
BAT-101442,Bengaluru,BL-02,MC-BL-02-6,HOMECARE,Dishwash_500ml,A,SUP-BE-60,2024-10-28 14:00:00,2024-10-28 15:06:00,1260.0,1038.0,996.0,12.0,30.0,Overfill,12.0,Planned Cleaning,359.0,2740.0,0.56,596.68,564.48,94.6,88.1,Conditional Pass,20.0,54.3,CLEANBASE MATERIALS,HMC-2410-45943,No
BAT-103718,Pune,PN-01,MC-PN-01-2,HomeCare,Dishwash_500ml,A,SUP-PU-78,2024-10-28 14:30:00,2024-10-28 16:05:00,1087.0,1027.0,983.0,21.0,23.0,Label Misprint,0.0,No Downtime,520.1,3743.0,0.56,586.89,562.24,95.8,91.1,Pass,26.3,47.6,ChemBlend Industries,HMC-2410-38989,No
BAT-101026,Pune,PN-01,MC-PN-01-2,Dairy, Yogurt_150g ,B,SUP-PU-64,2024-10-28 16:00:00,2024-10-28 17:17:00,1476.0,1197.0,1151.0,9.0,37.0,Underfill,13.0,Operator Reset,339.0,6532.0,,202.77,191.4,94.39,84.7,Conditional Pass,26.6,45.7,FreshFarm Dairies,DRY-2410-40198,No
BAT-101936,Hyderabad,HY-01,MC-HY-01-5,PersonalCare,Shampoo_250ml,B,SUP-HY-39,2024-10-28 16:00:00,2024-10-28 16:58:00,1017.0,862.0,826.0,13.0,23.0,Overfill,10.0,Power Fluctuation,227.0,4090.0,0.28,248.38,234.92,94.58,90.9,Pass,26.6,40.9,AromaLabs, PSC-2410-45226 ,No
BAT-106681,Chennai,CH-03,MC-CH-03-1,Snacks, Chips_50g ,B,SUP-CH-97,2024-10-28 17:45:00,2024-10-28 19:14:00,3070.0,2190.0,2055.0,32.0,103.0,Weight Out of Spec,26.0,Operator Reset,233.9,6743.0,0.055,125.33,114.78,91.58,75.0,Fail,28.2,61.5,CrunchWorks,SNK-2410-13754,Yes
BAT-105716,Bengaluru,BL-01,MC-BL-01-1,Snacks,Chips_50g,B,SUP-BE-70,2024-10-28 22:30:00,2024-10-29 00:11:00,4740.0,4696.0,4431.0,120.0,145.0,Contamination Risk,0.0,No Downtime,408.4,4396.0,0.055,279.35,250.31,89.6,92.0,Pass,21.2,57.6,GoldenGrain Mills,SNK-2410-40650,No
BAT-107173,Bengaluru,BL-02,MC-BL-02-4,PersonalCare, Toothpaste_150g , B ,SUP-BE-36,2024-10-28 23:45:00,2024-10-29 01:08:00,2193.0,2187.0,2109.0,32.0,46.0,Seal Failure,0.0, No Downtime ,,3953.0,0.19,429.47,406.79,94.72,93.1,Pass,24.5,44.3,AromaLabs,PSC-2410-38552,No
 BAT-105761 ,Hyderabad,HY-02,MC-HY-02-4, HomeCare ,Detergent_1kg,C,SUP-HY-20,2024-10-29 06:30:00,2024-10-29 08:32:00,1527.0,1407.0,1344.0,28.0,35.0,Overfill,8.0,Mechanical Jam,603.2,5521.0,1.02,,1399.44,96.43,92.8,Pass,26.3,45.1,ChemBlend Industries, HMC-2410-92767 ,No
BAT-102137,Hyderabad,HY-02,MC-HY-02-3,Beverages,SparklingWater_500ml,A,SUP-HY-50,2024-10-29 12:00:00,2024-10-29 13:53:00,3007.0,2389.0,2288.0,31.0,70.0, Damaged Pack ,21.0,Changeover,650.9,13951.0,0.52,1284.07,1205.88,93.91,81.0,Conditional Pass,24.6,51.2, AquaPure Pvt Ltd ,BEV-2410-41203,No
BAT-100467,Bengaluru,BL-03,MC-BL-03-6,PERSONALCARE,Shampoo_250ml,A,SUP-BE-13,2024-10-29 14:30:00,2024-10-29 15:50:00,1294.0,826.0,781.0,10.0,,Weight Out of Spec,27.0,Operator Reset,210.1,5236.0,0.28,237.67,221.48,93.19,81.4,Conditional Pass,27.0,54.2,HerbalEssence Supply,PSC-2410-11511,NO
BAT-101549,Pune,PN-01,MC-PN-01-4, Beverages ,Juice_1L,B,SUP-PU-75,2024-10-29 16:15:00,2024-10-29 18:24:00,2430.0,1695.0,1565.0,56.0,74.0, Label Misprint ,42.0,Power Fluctuation,313.5,17032.0,1.05,1826.34,1702.05,,77.4,Fail,27.7,52.3,AquaPure Pvt Ltd,BEV-2410-33681,Yes
BAT-103135,Chennai,CH-02,MC-CH-02-5,PersonalCare,Toothpaste_150g,B,SUP-CH-81,2024-10-29 16:45:00, 2024-10-29 18:43:00 ,3135.0,2542.0,2376.0,68.0,98.0, Label Misprint ,19.0,Power Fluctuation,664.9,7929.0,0.19,504.7,464.36,92.01,85.9,Conditional Pass,29.2,73.6,AromaLabs,PSC-2410-10268,Yes
BAT-104404,Bengaluru,BL-01,MC-BL-01-1,HomeCare,Dishwash_500ml,B,SUP-BE-28,2024-10-29 19:30:00,2024-10-29 21:09:00,1734.0,1695.0,1640.0,18.0,37.0,Underfill,0.0,NO DOWNTIME,602.5,5693.0,0.56,955.08,928.48,97.21,94.3, Pass ,27.1,63.8,ChemBlend Industries, HMC-2410-62449 ,No
BAT-106313,Chennai,CH-04,MC-CH-04-2,Dairy,YOGURT_150G,B,SUP-CH-77,2024-10-29 21:45:00,2024-10-29 23:42:00,2757.0,2808.0,2716.0,27.0,65.0,Damaged Pack,0.0,No Downtime,513.1,11379.0,0.165,480.77,452.6,94.14,91.3,Pass,29.7,65.5,MilkyWay Co-op,DRY-2410-91043,No
BAT-104906, Hyderabad ,HY-01,MC-HY-01-3,HomeCare,Detergent_1kg,C,SUP-HY-49, 2024-10-30 00:30:00 ,2024-10-30 02:01:00,1190.0,955.0,909.0,15.0,31.0,Label Misprint,15.0,Mechanical Jam,441.6,5553.0,1.02,997.37,942.48,94.5,86.9,Conditional Pass,29.8,60.4,CleanBase Materials,HMC-2410-14154,No
BAT-104051,Hyderabad,HY-01,MC-HY-01-3,Snacks,Chips_50g,C,SUP-HY-25,2024-10-30 03:00:00,2024-10-30 04:42:00,4820.0,4739.0,4514.0,96.0,129.0,Contamination Risk,0.0,No Downtime,590.2,4163.0,0.055,267.64,253.55,94.74,89.8,Conditional Pass,27.9,37.9,CrunchWorks,SNK-2410-80267,No
BAT-105261,Hyderabad,HY-01,MC-HY-01-1,HomeCare,Detergent_1kg,C,SUP-HY-53,2024-10-30 06:30:00, 2024-10-30 08:36:00 ,2075.0,1833.0,1765.0,28.0,40.0,Damaged Pack,12.0,CHANGEOVER,827.4,4330.0,1.02,1878.18,1828.86,97.37,89.9,Conditional Pass,24.8,51.5,CleanBase Materials,HMC-2410-43096,No
BAT-102500,Hyderabad,HY-02,MC-HY-02-4,Beverages,Juice_1L,C,SUP-HY-96,2024-10-30 07:30:00,2024-10-30 08:56:00,2251.0,2085.0,2017.0,20.0,48.0,Overfill,,Sensor Calibration,457.3,7415.0,1.05,2290.02,2138.85,93.4,90.4,Pass,28.1,48.6,CitrusCo Ingredients,BEV-2410-68465,No
BAT-105717,Bengaluru, BL-01 ,MC-BL-01-6,Beverages,Juice_1L,A,SUP-BE-36,2024-10-30 08:30:00,2024-10-30 10:08:00,3249.0,3158.0,3012.0,68.0,78.0,Weight Out of Spec,0.0,No Downtime,401.8,6331.0,1.05,3400.04,3234.0,95.12,90.3,Pass,22.3,48.9,TeaLeaf Traders,BEV-2410-71431,No
BAT-100305,PUNE, PN-01 ,MC-PN-01-5,PersonalCare,Toothpaste_150g,A,SUP-PU-49,2024-10-30 08:45:00,2024-10-30 10:38:00,1696.0,1527.0,1436.0,,52.0,Underfill,12.0,Changeover,572.6,7505.0,0.19,299.58,280.25,93.55,85.8,Conditional Pass,29.4,47.6,AromaLabs,PSC-2410-99950,No
BAT-102702,Bengaluru,BL-02,MC-BL-02-6,PersonalCare,Soap_100g,A,SUP-BE-94,2024-10-30 11:45:00,2024-10-30 12:47:00,1716.0,1693.0,1652.0,7.0,34.0,Label Misprint,,No Downtime,293.8,2397.0,0.11,191.02,182.49,95.53,93.6,Pass,24.1,58.0,AromaLabs,PSC-2410-15872,No
BAT-107231,BENGALURU,BL-01,MC-BL-01-2,Beverages,Juice_1L,A,SUP-BE-14,2024-10-30 11:45:00,2024-10-30 13:50:00,3891.0,3446.0,3240.0,104.0,102.0,SEAL FAILURE,13.0,Sensor Calibration,511.5,12330.0,1.05,3789.26,3511.2,92.66,83.4,Conditional Pass,26.3,,AquaPure Pvt Ltd,BEV-2410-38306, No 
BAT-103634,Bengaluru,BL-03,MC-BL-03-3,Beverages,RTD_Tea_250ml,A,SUP-BE-43,2024-10-30 13:45:00,2024-10-30 15:18:00,2752.0,2321.0,2224.0,29.0,68.0,Contamination Risk,16.0,Operator Reset,448.4,12321.0,0.27,647.96,608.31,93.88,88.2,Conditional Pass,26.4,51.7,TeaLeaf Traders,BEV-2410-82593,No
BAT-105419, Hyderabad , HY-01 ,MC-HY-01-4,Beverages,Juice_1L,A,SUP-HY-28, 2024-10-30 15:00:00 ,2024-10-30 16:15:00,2262.0,1447.0,1380.0,16.0,51.0,Damaged Pack,28.0,Sensor Calibration,186.2,10095.0,1.05,1548.06,1465.8,94.69,80.7,Conditional Pass,27.8,47.5,AquaPure Pvt Ltd,BEV-2410-88479,Yes
BAT-101244,Hyderabad,HY-01,MC-HY-01-1,Dairy,Yogurt_150g,B,SUP-HY-15,2024-10-30 18:00:00,2024-10-30 19:57:00,2335.0,1983.0,,17.0,70.0,Underfill,18.0,SENSOR CALIBRATION,567.9,7344.0,0.165,334.56,315.65,94.35,81.3,Conditional Pass,29.1,37.6,MilkyWay Co-op,DRY-2410-55422,Yes
BAT-101599,Hyderabad,HY-01,MC-HY-01-1,PersonalCare,Shampoo_250ml,C,SUP-HY-86,2024-10-31 00:30:00,2024-10-31 02:48:00,3312.0,3096.0,2978.0,34.0,84.0,Overfill,0.0,No Downtime,647.9,7829.0,0.28,883.45,843.36,95.46,88.5,Conditional Pass,28.2,55.3, HerbalEssence Supply ,PSC-2410-92029,No
BAT-102925,Bengaluru,BL-02,MC-BL-02-3,HomeCare,Detergent_1kg,C,SUP-BE-40,2024-10-31 02:00:00,2024-10-31 03:01:00,910.0,915.0,883.0,16.0,16.0,Damaged Pack,0.0,NO DOWNTIME,263.8,3237.0,1.02,954.45,916.98,96.07,94.4,PASS,26.5,54.5,CleanBase Materials,HMC-2410-76290,No
BAT-104136,Hyderabad,HY-02,MC-HY-02-5,Beverages,RTD_Tea_250ml,C,SUP-HY-93,2024-10-31 05:00:00,2024-10-31 06:56:00,3893.0,3004.0,2827.0,66.0,111.0,Overfill,26.0,Power Fluctuation,378.4,12377.0,0.27,846.8,781.11,92.24,86.7,Conditional Pass,27.8,49.1,TeaLeaf Traders,BEV-2410-41243,Yes
BAT-102356,Hyderabad,HY-02,MC-HY-02-3,Beverages,Juice_1L,C,SUP-HY-31,2024-10-31 05:15:00,2024-10-31 07:04:00,2025.0,1460.0,1351.0,43.0,66.0,Weight Out of Spec,32.0,Sensor Calibration,531.1,13104.0,1.05,1592.37,1463.7,91.92,77.9,Fail,29.9,54.7,TeaLeaf Traders,BEV-2410-26837,Yes
BAT-104975,Chennai,CH-03,MC-CH-03-1,Beverages,SparklingWater_500ml,C,SUP-CH-36,2024-10-31 07:00:00,2024-10-31 08:10:00,2159.0,1887.0,1819.0,20.0,48.0,Contamination Risk,10.0,Mechanical Jam,208.7,9171.0,0.52,1017.64,956.28,93.97,89.2,Conditional Pass,31.9,69.7,CitrusCo Ingredients,BEV-2410-57594,No
BAT-104200,Pune,PN-02,MC-PN-02-3,PersonalCare,Toothpaste_150g,A,SUP-PU-63, 2024-10-31 11:00:00 ,2024-10-31 13:15:00,3142.0,2275.0,,28.0,100.0,Overfill,37.0,Power Fluctuation,342.5,4887.0,0.19,451.46,413.25,91.54,76.2,Fail,28.5,56.7,AromaLabs,PSC-2410-27971,Yes
BAT-100795,Chennai,CH-01,MC-CH-01-3,PersonalCare,Soap_100g,A,SUP-CH-72,2024-10-31 11:15:00,2024-10-31 13:14:00,2364.0,2001.0,1909.0,26.0,66.0,Underfill,20.0,Mechanical Jam,518.8,7809.0,0.11,222.28,,95.76,82.0,Conditional Pass,27.6,46.1,CARECHEM SOLUTIONS,PSC-2410-40058,Yes
BAT-101501,Bengaluru,BL-03,MC-BL-03-5,Beverages,RTD_Tea_250ml,A,SUP-BE-27,2024-10-31 12:45:00,2024-10-31 14:49:00,4147.0,3318.0,3122.0,70.0,126.0,Seal Failure,28.0,Changeover,316.1,,0.27,928.38,861.84,92.83,78.4,Fail,25.1,72.2,AquaPure Pvt Ltd,BEV-2410-43723,Yes
BAT-105379,Hyderabad,HY-01,MC-HY-01-1,Beverages,RTD_Tea_250ml,A, SUP-HY-97 ,2024-10-31 13:45:00,2024-10-31 15:41:00,2250.0,2085.0,1998.0,41.0,46.0,Seal Failure,0.0,No Downtime,737.7,7780.0,0.27,588.11,550.53,93.61,93.8,Pass,29.9,45.2,AquaPure Pvt Ltd,BEV-2410-54450,No
BAT-102823,Chennai,CH-04,MC-CH-04-1,Snacks,Cookies_200g,B,SUP-CH-83,2024-10-31 18:15:00,2024-10-31 19:44:00,2720.0,2467.0,2332.0,41.0,94.0,Seal Failure,9.0,Sensor Calibration,253.6,6790.0,0.215,538.85,510.19,94.68,82.8,CONDITIONAL PASS,28.7,79.8,CrunchWorks,SNK-2410-25366,No
 BAT-103223 ,Bengaluru,BL-01,MC-BL-01-3,SNACKS,Chips_50g,B,SUP-BE-98,2024-10-31 19:00:00,2024-10-31 20:42:00,2783.0,2638.0,2544.0,21.0,73.0,Label Misprint,0.0,No Downtime,616.0,5806.0,0.055,153.59,141.07,91.85,91.9,Pass,24.3,54.5,GoldenGrain Mills,SNK-2410-27745,No
BAT-106900,Bengaluru,BL-01,MC-BL-01-5,Beverages,RTD_Tea_250ml,B, SUP-BE-90 ,2024-10-31 20:00:00,2024-10-31 21:25:00,2369.0,1698.0,1610.0,29.0,59.0,Seal Failure,23.0,Changeover,315.2,6161.0,0.27,474.55,442.53,,85.0, Conditional Pass ,26.2,45.0,AquaPure Pvt Ltd,BEV-2410-91402,No
BAT-107183,Bengaluru,BL-01,MC-BL-01-5,Dairy,Milk_1L,B,SUP-BE-57, 2024-10-31 21:45:00 ,2024-10-31 22:30:00,1216.0,973.0,916.0,28.0,29.0,Underfill,10.0, Power Fluctuation ,221.6,5692.0,1.03,1046.3,972.32,92.93,90.0,Pass,24.7,55.5,FreshFarm Dairies,DRY-2410-80364,No
BAT-102788,Hyderabad,HY-02,MC-HY-02-3,PersonalCare,Toothpaste_150g,B,SUP-HY-96,2024-10-31 23:45:00,2024-11-01 00:46:00,1245.0,882.0,840.0,9.0,33.0,Label Misprint,19.0,Planned Cleaning,233.7,3471.0,0.19,170.93,161.31,94.37,83.2, Conditional Pass ,27.5,53.5,HerbalEssence Supply,PSC-2410-94583,No
